Gen 1:1  Na_początku stworzył Bóg ** niebo i_** ziemię.
Deu 9:1  Słuchaj Izraelu! Ty przekroczysz dziś **_Jordan, aby_wejść aby_pobić narody większe i_potężniejsze od_ciebie, miasta wielkie i_obwarowane pod_niebo.
Deu 9:2  Lud_wielki i_wysoki synów Anakitów, których ty znasz, i_ty słyszałeś: Któż ostoi_się przed synami Anaka.
Deu 9:3  I_poznasz dziś, że JHWH, Bóg_twój, On_przechodzi przed_tobą (jak)_ogień pożerający. On wytępi_ich i_On powali_ich przed_tobą i_wypędzisz_ich i_wygubisz_ich, szybko, jak przyrzekł JHWH ci.
Deu 9:4  Nie_mów w_sercu_swoim, gdy_wypędzi JHWH, Bóg_twój, ich przed_tobą, mówiąc: Przez_sprawiedliwość_moją wprowadził_mnie JHWH, aby_wziąć_w_posiadanie **_ziemię tę a_przez_niegodziwość narodów tych JHWH wypędził_ich przed_tobą.
Deu 9:5  Nie przez_sprawiedliwość_twoją i_przez_prawość serca_twego ty wejdziesz, aby_wziąć_w_posiadanie **_ziemię, lecz przez_niegodziwość narodów tych JHWH, Bóg_twój, wypędza_je przed_tobą i_aby dotrzymać**_słowa, które poprzysiągł JHWH *_ojcom_twoim, *_Abrahamowi, *_Izaakowi i_*_Jakubowi.
Deu 9:6  I_wiedz, że nie (przez)_sprawiedliwość_twoją JHWH, Bóg_twój, daje ci **_ziemię piękną tę, aby_wziąć_w_posiadanie_ją gdyż ludem_twardego_karku ty_(jesteś).
Deu 9:7  Pamiętaj, nie_zapominaj ** jak_rozgniewałeś **_JHWH, Boga_twojego, na_pustyni od_dnia, którego_wyszedłeś z ziemi egipskiej, aż_do_przyjścia_waszego na_miejsce to krnąbrni byliście wobec_JHWH
Deu 9:8  I_na_Horebie rozgniewaliście **_JHWH i_rozgniewał_się JHWH przeciw_wam aby_chciał_wytępić was.
Deu 9:9  Gdy_wstąpiłem górę_na, aby_wziąć tablice kamienne, tablice przymierza, które_zawarł JHWH z_wami, i_przebywałem na_górze czterdzieści dni i_czterdzieści nocy chleba nie jadłem i_wody nie piłem.
Deu 9:10  I_dał JHWH mi **_dwie tablice kamienne, zapisane*_palcem Bożym a_na_nich prawie_wszystkie_słowa, które wypowiedział JHWH do_was na_górze spośród ognia w_dniu zgromadzenia.
Deu 9:11  A_stało_się z_końcem czterdziestu dni i_czterdziestu nocy dał JHWH mi **_dwie tablice kamienne, tablice przymierza.
Deu 9:12  I_powiedział JHWH do_mnie: Wstań, zejdź z_góry stąd, bo postąpił_źle lud_twój, którego wyprowadziłeś z_Egiptu, zboczyli szybko z_drogi, którą nakazałem_im. Zrobili sobie ulany_posąg.
Deu 9:13  I_powiedział JHWH do_mnie, mówiąc: Widzę **_lud ten, a_oto lud_karku_twardego on_(jest).
Deu 9:14  Zostaw mnie! I_wytępię_ich i_wymażę **_imię_ich spod nieba i_uczynię ciebie *_narodem_potężniejszym i_liczniejszym od_niego.
Deu 9:15  I_odwróciłem_się i_zszedłem z_góry, a_góra płonęła w_ogniu a_dwie tablice przymierza na obu rękach_moich.
Deu 9:16  I_ujrzałem, a_oto zgrzeszyliście wobec_JHWH, Boga_waszego, zrobiliście sobie cielca ulany_posąg. Zboczyliście szybko z_drogi, którą_nakazał JHWH wam.
Deu 9:17  I_chwyciłem *_obie tablice i_rzuciłem_je z obu rąk_moich, i_rozbiłem_je na_oczach_waszych
Deu 9:18  I_padłem przed JHWH jak_poprzednio, czterdzieści dni i_czterdzieści nocy chleba nie jadłem i_wody nie piłem za wszystkie_grzechy_wasze, którymi zgrzeszyliście, czyniąc zło w_oczach JHWH złoszcząc_Go.
Deu 9:19  Bo przeląkłem z_powodu gniewu i_zapalczywości, którymi rozgniewał_się JHWH na_was, aby_wytępić was. I_wysłuchał JHWH mnie także *_razem tamtym.
Deu 9:20  I_na_Aarona rozgniewał_się JHWH bardzo, aby_zgładzić_go, i_modliłem_się także_za Aarona w_czasie tamtym.
Deu 9:21  A_**_grzech_wasz, który_uczyniliście **_cielca wziąłem i_spaliłem go w_ogniu, i_rozbiłem go starłem dobrze aż_na **_drobny *_proch i_wyrzuciłem **_proch_z_niego do_potoku, spływającego z_góry.
Deu 9:22  I_w_Tabera i_w_Massa i_Kibrot_Hattaawa [drażniący]_drażniliście [byliście]**_JHWH.
Deu 9:23  A_gdy_wyprawił JHWH was z_Kadesz_Barnea mówiąc: Wejdźcie i_weźcie_w_posiadanie **_ziemię, którą dałem wam i_byliście_nieposłuszni **_[ustom]_rozkazowi JHWH, Bogu_waszemu i_nie uwierzyliście Mu, i_nie usłuchaliście *_głosu_jego.
Deu 9:24  Krnąbrni byliście wobec_JHWH od_dnia poznania_mego was.
Deu 9:25  I_padłem przed JHWH ** czterdzieści dni i_**_czterdzieści nocy, które leżałem, bo_powiedział JHWH *_chciał_wytępić was.
Deu 9:26  I_modliłem_się do_JHWH i_mówiłem: Panie_mój JHWH nie_gub ludu_swego i_własności_swojej, które wyzwoliłeś przez_wielkość_swoją, którą_wyprowadziłeś z_Egiptu *_ręką mocną.
Deu 9:27  Wspomnij na_sługę_twojego na_Abrahama, na_Izaaka, i_na_Jakuba, nie_zwracaj_(uwagi) na_upór ludu tego, i_na_złość_jego i_na_grzech_jego.
Deu 9:28  Aby_nie_mówili (w)_ziemi, (z)_której wyprowadziłeś_nas stamtąd: Nie mógł JHWH wprowadzić_ich do_ziemi, którą_przyrzekł im i_z_nienawiści_[jego](do)_nich wyprowadził_ich, aby_pomarli na_pustyni.
Deu 9:29  A_oni ludem_twoim i_własnością_twoją, które wyprowadziłeś *_siłą_swoją wielką i_*_ramieniem_swoim wyciągniętym.
Deu 10:1  W_czasie owym powiedział JHWH do_mnie: Wyciosaj_sobie dwie_tablice kamienne. jak_pierwsze i_wejdź do_Mnie na_górę i_zrób sobie skrzynię drewnianą.
Deu 10:2  A_napiszę na_tablicach **_słowa, które były na_tablicach pierwszych, które potłukłeś, i_włożysz do_arki.
Deu 10:3  I_zrobiłem arkę (z)_drzewa akacjowego, i_wyciosałem dwie_tablice kamienne, jak_pierwsze, i_wstąpiłem na_górę i_(z)_dwoma tablicami w_ręku.
Deu 10:4  I_napisał na_tablicach takim_pismem (jak)_poprzednio ** dziesięć słów, które wypowiedział JHWH, Bóg_wasz, na_górze spośród ognia w_dniu zgromadzenia, i_dał_je JHWH mnie.
Deu 10:5  A_obróciwszy_się i_zszedłem z_góry i_włożyłem i_tablice do_arki, którą zrobiłem i_były tam, jak rozkazał mi JHWH.
Deu 10:6  A_synowie Izraela wyruszyli z_Beerot_synów_Jaakana (do)_Mosery. Tam umarł Aaron, i_został_pogrzebany tam, a_(został)_kapłanem Eleazar syn_jego zamiast_niego.
Deu 10:7  Stamtąd wyruszyli (do)_Gudgody, a_z_Gudgody (do)_Jotbaty ziemi (pełnej)_potoków wody.
Deu 10:8  W_czasie owym oddzielił JHWH **_plemię Lewiego do_noszenia **_Arki Przymierza_JHWH, do_stawania przed JHWH służenia_mu i_błogosławienia w_imieniu_jego aż_do dnia tego.
Deu 10:9  Dlatego nie_miał *_Lewi działu, ani_własności z_braćmi_swymi. JHWH on_(jest) własnością_jego, jak przyrzekł JHWH, Bóg_twój, mu.
Deu 10:10  A_ja pozostałem na_górze jak_(za)_dni pierwszych, czterdzieści dni i_czterdzieści nocy. I_wysłuchał JHWH mnie także *_razem owym, nie_chciał JHWH wytracić_cię.
Deu 10:11  I_powiedział JHWH do_mnie: Wstań, idź, aby_wyruszyć przed ludem, aby_weszli i_wzięli_w_posiadanie **_ziemię, którą_przysiągłem *_ojcom_ich dać im.
Deu 10:12  A_teraz, Izraelu, czego JHWH, Bóg_twój, żąda od_ciebie, bo aby_bać_się **_JHWH, Boga_twojego, aby_chodzić po_wszystkich_drogach_Jego i_aby_miłować Go i_służyć **_JHWH, Bogu_twojemu, z_całego_serca_twojego i_z_całej_duszy_twojej.
Deu 10:13  Aby_przestrzegać **_przykazania JHWH, i_**_przepisów_Jego, które ja nadaję_ci dzisiaj dla_dobra dla_ciebie.
Deu 10:14  Oto (należą)_do_JHWH, Boga_twojego, niebiosa i_niebiosa niebios, ziemia i_wszystko,_co_na_niej.
Deu 10:15  Tylko do_ojców_twoich przywiązał_się JHWH, aby_miłować ich, i_wybrał *_potomków_ich po_nich, wśród_was z_wszystkich_ludów, jak_[dnia][tego]_dzisiaj.
Deu 10:16  I_obrzezajcie ** napletek *_serca_waszego a_karku_waszego nie czyńcie_twardym więcej.
Deu 10:17  Gdyż JHWH, Bóg_wasz, On_(jest) Bogiem bogów i_Panem panów, Bogiem wielkim, potężnym i_strasznym, który nie_[podnosi]_ma_względu [twarzy]_(na)_osoby, i_nie bierze darów.
Deu 10:18  Czyniący prawo sierocie i_wdowie, i_miłuje cudzoziemca, aby_dać mu chleb i_odzienie.
Deu 10:19  I_miłujcie_(wy)**_cudzoziemca, bo_cudzoziemcami byliście w_ziemi egipskiej.
Deu 10:20  **_JHWH, Boga_swego będziesz_się_bał, jemu będziesz_służył, i_do_niego będziesz_lgnął, i_na_Imię_Jego będziesz_przysięgał.
Deu 10:21  On chwałą_twoją i_On Bogiem_twoim, który_uczynił z_tobą **_wielkich i_**_strasznych (rzeczy)_tych, jakie oglądały oczy_twoje.
Deu 10:22  W_siedemdziesiąt osób zstąpili ojcowie_twoi do_Egiptu, a_teraz uczynił_cię JHWH. Bóg_twój jak_gwiazdy nieba *_licznymi.
Deu 11:1  I_będziesz_kochał ** JHWH, Boga_twojego, i_przestrzegał zarządzeń_Jego, i_przepisów_Jego, i_praw_Jego, i_przykazań_Jego (przez)_wszystkie_dni.
Deu 11:2  I_znacie dzisiaj, lecz nie **_synowie_wasi, którzy nie_poznali, i_którzy nie_widzieli **_pouczenia JHWH, Boga_waszego, **_wielkość_Jego, **_rękę_Jego mocną i_*_ramię_Jego wyciągnięte.
Deu 11:3  I_**_znaki_Jego i_**_czyny_Jego, które uczynił pośrodku Egiptu na_faraonie, królu_egipskim, i_na_całej_ziemi_jego.
Deu 11:4  I_co uczynił *_wojsku egipskiemu, *_koniom_jego, i_*_wozom_jego, które zalał**_wodą, Morza_Czerwonego, naprzeciw_twarzy_ich w_pościgu_ich za_wami, i_zgładził_ich JHWH, aż do_dnia tego.
Deu 11:5  I_co uczynił dla_was na_pustyni, aż_do_przyjścia_waszego aż_do_miejsca tego.
Deu 11:6  I_co uczynił *_Datanowi i_*_Abiramowi, synom Eliaba, syna_Rubena, gdy otwarła ziemia **_paszczę_swoją i_pochłonęła_ich i_**_domy_ich, i_**_namioty_ich, i_** wszystko_istniejące, które (podążało)_po_śladach_ich spośród całego_Izraela.
Deu 11:7  Gdyż oczy_wasze widziały **_całe_dzieło JHWH wielkie, które uczynił.
Deu 11:8  I_przestrzegajcie **_wszystkich_przykazań, które Ja nakazuję_ci dzisiaj,  aby(ście) się_wzmocnili, i_weszli i_wzięli_w_posiadanie **_ziemię, (do)_której wy przechodzicie tam aby_wziąć_w_posiadanie_ją.
Deu 11:9  I_ aby(ście) przedłużyli dni na_ziemi, którą poprzysiągł JHWH *_ojcom_waszym dać im i_potomstwu_ich ziemię płynącą mlekiem i_miodem.
Deu 11:10  Gdyż ziemia, (do)_której ty wchodzisz_tam, aby_wziąć_w_posiadanie_ją nie taką_jak_ziemia egipska, (jest)_ona, (z)_której wyszliście stamtąd, którą zasiawszy **_ziarnem_swoim, i_nawadniałeś za_[pomocą]_nóg_swoich, jak_ogród warzywny.
Deu 11:11  Lecz_ziemia, (do)_której wy przechodzicie tam, aby_wziąć_w_posiadanie_ją ziemia gór i_dolin, z_deszczu niebieskiego pijąca_wodę.
Deu 11:12  (Jest_to)_ziemia, (o)_którą_JHWH, Bóg_twój troszczy_się o_nią. Stale oczy JHWH, Boga_twego na_niej od_początku roku i_aż_do końca roku.
Deu 11:13  A_stanie_się jeśli_[słuchając] będziecie_słuchać **_przykazań_Moich, które Ja nakazuję wam dzisiaj, aby_kochać **_JHWH, Boga_waszego, i_aby_służyć_mu z_całego_serca_swojego i_z_całej_duszy_swojej.
Deu 11:14  I_będę_dawał deszcz_ziemi_waszej w_czasie_swoim, jesienny i_wiosenny, i_zbierzesz zboże_swoje, i_moszcz_swój i_oliwę_swoją.
Deu 11:15  I_będzie_dawał trawę na_polach_twoich dla_bydła_twego. I_będziesz_jadł i_będziesz_syty.
Deu 11:16  Strzeżcie się_**, aby_nie dało_się_zwieść serce_wasze, i_abyście_(nie)_odeszli i_(nie)_służyli bogom innym i_abyście_(nie)_oddawali_pokłonu im.
Deu 11:17  I_zapłonie gniewem_JHWH na_was, i_zamknie **_niebiosa, i_nie_będzie deszczu, a_ziemia nie wyda **_plonu_swego, i_zginiecie szybko na ziemi pięknej, którą JHWH daje wam.
Deu 11:18  I_przyjmijcie **_słowa_Moje te do_serca_swojego i_do_duszy_swojej i_przywiążcie je na_znak na_ręce_swojej, i_będą jako_opaska między oczyma_twoimi
Deu 11:19  I_nauczajcie ich **_synów_swoich, mówiąc o_nich podczas_pobytu_twojego w_domu_twoim, i_podczas_chodzenia_twojego w_drodze, i_podczas_kładzenia_się_twojego i_podczas_wstawania_twojego.
Deu 11:20  I_napiszecie na_odrzwiach domu_twojego i_na_bramach_twoich.
Deu 11:21  Aby pomnożyły_się dni_wasze i_dni synów_waszych na ziemi, którą poprzysiągł JHWH *_ojcom_waszym dać *_im, jak_dni niebios, (które_są)_nad_ziemią.
Deu 11:22  Bo jeśli_[strzegąc] będziecie_strzec **_każdego_przykazania tego, które Ja nakazuję wam wykonywać_je, aby_kochać **_JHWH, Boga_waszego, aby_chodzić według_wszystkich_dróg_Jego i_przylegać_do_Niego.
Deu 11:23  I_wypędzi JHWH **_wszystkie_narody te przed_wami, i_usuniecie narody większe i_mocniejsze od_was.
Deu 11:24  Każde_miejsce, (po)_którym będzie_chodzić stopa_nogi_waszej [na_nim] wasze będzie. Od_pustyni aż_do_Libanu, od_rzeki, rzeki_Eufratu i_aż_do Morza Zachodniego będzie granica_wasza.
Deu 11:25  Nie_ostoi_się nikt przed_wami, strach_wasz i_trwogę_waszą da JHWH Bóg_wasz na_powierzchni całej_ziemi, (po)_której będziecie_chodzić_po_niej, jak powiedział wam.
Deu 11:26  Patrz, Ja daję przed_wami dziś błogosławieństwo i_przekleństwo.
Deu 11:27  **_Błogosławieństwo, **_(jeżeli) będziecie_słuchać **_przykazań JHWH, Boga_waszego, które ja nakazuję wam dzisiaj.
Deu 11:28  A_przekleństwo jeśli_nie będziecie_słuchać **_przykazań JHWH, Boga_waszego, i_odejdziecie z_drogi, którą ja nakazuję wam dzisiaj. aby_pójść za bogami innymi, których nie_znacie.
Deu 11:29  I_stanie_się, że wprowadzi_cię JHWH, Bóg_twój do_ziemi, (do)_której_ty idziesz_tam, aby_wziąć_w_posiadanie_ją, i_dasz **_błogosławieństwo na_górze Garizim, a**_przekleństwo na_górze Ebal.
Deu 11:30  Czyż_nie_(są)_one po_drugiej_stronie Jordanu, za drogą [zachodzącego][słońca]_na_zachód, w_ziemi Kananejczyków mieszkających w_Arabie, naprzeciw Gilgal, obok dębów More?
Deu 11:31  Bo wy przejdziecie **_Jordan, aby_wejść wziąć_w_posiadanie **_ziemię, którą_JHWH Bóg_wasz daje wam. I_weźmiecie_w_posiadanie ją i_będziecie_mieszkać_w_niej.
Deu 11:32  I_przestrzegajcie aby_wypełniać ** wszystkie_przepisy, **_prawa, które ja daję przed_wami dzisiaj.
Deu 12:1  Takie_(są) przepisy i_prawa, których będziecie_strzec aby_wypełniać w_ziemi, którą dał JHWH, Bóg ojców_twoich tobie, aby_wziąć_w_posiadanie_ją (po)_wszystkie_dni, (przez)_które_wy_(będziecie) żywili na_ziemi.
Deu 12:2  Niszcząc zniszczycie **_wszystkie_miejsca, gdzie służyły_tam narody, którymi wy zawładniecie je, **_bogom_swoim na_górach wysokich i_na_pagórkach, i_pod każdym_drzewem zielonym.
Deu 12:3  I_zburzycie **_ołtarze_ich, i_potłuczecie **_pomniki_ich, i_aszery_ich spalicie w_ogniu, a_posągi bogów_ich porąbiecie, i_unicestwicie **_imię_ich z_miejsca owego.
Deu 12:4  Nie_uczynicie tak z_JHWH, Bogiem_waszym.
Deu 12:5  Lecz **_do_miejsca, które_wybrał JHWH, Bóg_wasz, spośród_wszystkich_pokoleń_waszych, aby_umieścić **_imię_swe tam, na_zamieszkanie_jego będziecie_szukać, i_będziesz_wchodził tam.
Deu 12:6  I_zaniesiecie tam całopalenie_wasze i_ofiary_rzeźne_wasze, i_** dziesięciny_wasze, i_** ofiary rąk_waszych, i_ślubowania_wasze i_dobrowolne_ofiary_wasze, i_pierworodne (z)_bydła_waszego i_trzody_waszej.
Deu 12:7  I_będziecie_jedli tam przed JHWH, Bogiem_waszym, i_będziecie_radować_się z_wszystkiego (co)_zagarnęła ręka_wasza, wy i_domy_wasze, (w)_czym błogosławił_ci JHWH, Bóg_twój.
Deu 12:8  Nie będzie_czynić *_wszystkiego, jak my czynimy tutaj dzisiaj: każdy_[mąż] wszystko_co_słuszne w_oczach_jego.
Deu 12:9  Bo nie_przyszliście aż_do_teraz do_miejsca_odpoczynku i_do_posiadłości, które_JHWH, Bóg_twój daje tobie.
Deu 12:10  A_(gdy)_przejdziecie **_Jordan i_osiądziecie w_ziem, którą_JHWH, Bóg_wasz obdarzy_na_własność was, udzieli_pokoju wam od_wszystkich_wrogów_waszych dookoła, będziecie_żyć_bezpiecznie.
Deu 12:11  I_będzie miejsce, które_wybierze JHWH, Bóg_wasz [na_nim], na_mieszkanie (dla)_imienia_Jego tam, tam zaniesiecie ** wszystko_co ja nakazuję wam: całopalenia_wasze i_ofiary_rzeźne_wasze, dziesięciny_wasze i_dary rąk_waszych, i_cały wybór ofiar_ślubów_waszych, które ślubowaliście dla_JHWH.
Deu 12:12  I_będziecie_radować_się przed JHWH, Bogiem_waszym, wy i_synowie_wasi, i_córki_wasze, i_słudzy_wasi, i_służebnice_wasze, i_lewita, który w_bramach_waszych, bo nie ma_on działu, i_dziedzictwa z_wami.
Deu 12:13  Strzeż siebie, abyś_nie_składał całopalenia_twojego na_każdym_miejscu, które zobaczysz.
Deu 12:14  Bo jeśli_na_miejscu, które_wybierze JHWH w_jednym (z)_pokoleń_twoich, tam będziesz_składał ofiary_twoje, i_tam uczynisz wszystko, co ja nakazuję_tobie.
Deu 12:15  Jedynie według_wszystkich_chęci duszy_twojej będziesz_zarzynał i_będziesz_jadł mięso, według_błogosławieństwa JHWH, Boga_twojego, które da_ci we_wszystkich_bramach_twoich. Nieczysty i_czysty może_jeść_je, jak_gazelę i_jak_jelenia.
Deu 12:16  Tylko krwi nie będziesz_spożywał, na_ziemię wylejesz_ją jak_wodę.
Deu 12:17  Nie_będziesz jeść w_bramach_twoich dziesięcin [ze]_zboża_twojego, i_moszczu_twojego, i_oliwy_twojej, i_pierworodnych (z)_bydła_twojego i_trzody_twojej, i_wszystkiego_(ze)_ślubów_twoich, które ślubowałeś, ani_ofiar_dobrowolnych_twoich, ani_darów ręki_twojej.
Deu 12:18  Bo tylko_przed JHWH, Bogiem_twoim, będziesz_jadł_je na_miejscu, które wybierze JHWH, Bóg_twój,[na_nim], ty i_syn_twój, i_córka_twoja, i_sługa_twój i_służebnica_twoja, i_lewita który w_bramach_twoich. I_będziesz_radował_się przed JHWH, Bogiem_twoim, ze_wszystkiego (co)_zagarnie ręka_twoja.
Deu 12:19  Strzeż siebie, abyś_nie_opuszczał **_lewity (przez)_wszystkie dni_twoje na_ziemi_twojej.
Deu 12:20  Gdy_rozszerzy JHWH Bóg_twój, **_granice_twoje, jak przyrzekł_ci, a_powiesz: Chcę_jeść mięso!- gdy_będzie_chciała dusza_twoja jeść mięso, wedle_całego_pragnienia duszy_twojej, możesz_jeść mięso.
Deu 12:21  Jeśli_będzie_daleko od_ciebie miejsce, które wybierze JHWH, Bóg_twój, aby_umieścić imię_swe tam, i_możesz_zarzynać z_bydła_twojego i_z_trzody_twojej, które dał JHWH ci, jak nakazałem_ci, i_będziesz_jadł w_bramach_twoich wedle_całego pragnienia duszy_twojej.
Deu 12:22  Tylko jak będzie_się_jeść **_gazelę, i_**_jelenia, tak będziesz_jadł_je, nieczysty i_czysty, razem mogą_jeść_je.
Deu 12:23  Tylko bądź_mocny, aby_nie spożywać krwi, gdyż krew to dusza, i_będziesz_spożywał duszę z_mięsem.
Deu 12:24  Nie będziesz_spożywał_jej na_ziemię wylejesz_ją jak_wodę.
Deu 12:25  Nie będziesz_spożywał_jej aby było_dobrze ci, i_synom_twoim po_tobie, gdy_będziesz_czynił, co_słuszne w_oczach JHWH.
Deu 12:26  Tylko ofiary_święte_twoje, które_będą dla_ciebie, i_ofiary_ślubów_twoich weźmiesz i_przyjdziesz na_miejsce, które_wybierze JHWH.
Deu 12:27  I_uczynisz całopalenie_swoje, mięso i_krew na_ołtarzu JHWH, Boga_twojego, a_krew_ofiar_rzeźnych_twoich będzie_wylana na_ołtarzu JHWH, Boga_twojego, a_mięso zjesz.
Deu 12:28  Przestrzegaj i_słuchaj ** wszystkich_słów tych, które ja nakazuję_tobie, aby było_dobrze tobie i_*_synom_twoim po_tobie na_wieki, jeżeli będziesz_czynił to,_co_dobre i_słuszne w_oczach JHWH, Boga_twojego.
Deu 12:29  Gdy_wytępi JHWH, Bóg_twój **_narody, (do)_których ty idziesz_tam, aby_zawładnąć nimi, przed_tobą, i_zawładniesz nimi, i_osiądziesz w_ziemi_ich.
Deu 12:30  Strzeż siebie, abyś_nie_wpadł_w_sidła za_nimi po wytępieniu_ich przed_tobą, i_abyś_nie_pytał o_bogów_ich, mówiąc: Jak służyły narody te **_bogom_ich, i_czynię_tak także_ja.
Deu 12:31  Nie_uczynisz tak*_JHWH, Bogu_twojemu, bo (to)_wszystko_(jest)_obrzydliwością (dla)_JHWH, (i)_czego nienawidzi, (oni)_czynili bogom_swoim, bo nawet **_synów_swoich i_córki_swoje palili w_ogniu dla_bogów_swoich.
Deu 13:1  Tę każdą_rzecz, którą ja nakazuję wam, ją przestrzegajcie aby_wypełniać. Nie_dodawaj do_niej i_nie ujmuj z_niej.
Deu 13:2  Jeśli_powstanie pośród_ciebie prorok, lub kto_śni sny, i_da ci znak, lub cud.
Deu 13:3  I_nastąpi znak, albo_cud, (o)_którym_powiedział do_ciebie, mówiąc: Pójdźmy za bogami innymi, których nie_znasz_ich i_służmy_im.
Deu 13:4  Nie usłuchasz **_słów proroka owego, ani **_śniącego sny tamtego, bo doświadcza JHWH, Bóg_wasz, was, aby_poznać, czy_wy kochacie **_JHWH, Boga_waszego, z_całego_serca_swojego i_z_całej_duszy_swojej.
Deu 13:5  Za JHWH, Bogiem_waszym, pójdziecie i_Jego będziecie_się_bać i_**_przykazań_Jego będziecie_przestrzegać, i_głosu_Jego będziecie_słuchać i_Jemu będziecie_służyć i_do_niego przylgniecie.
Deu 13:6  A_prorok ów, albo śniący sny tamten, poniesie_śmierć, gdyż głosił_odstępstwo (od)_JHWH, Boga_waszego, który_wywiódł was z_ziemi egipskiej, i_wykupił_cię z_domu niewoli, aby_sprowadzić_cię z_drogi, którą nakazał_ci JHWH, Bóg_twój, aby_iść po_niej i_usuniesz zło spośród_siebie.
Deu 13:7  Jeśli namawiał_cię brat_twój, syn_matki_twojej lub_syn_twój, lub_córka_twoja, lub żona łona_twojego, albo przyjaciel_twój, który_(jest_ci_drogi) jak_sam_ty, w_tajemnicy, mówiąc: Chodźmy i_służmy bogom innym, których nie znałeś, (ani)_ty, ani_przodkowie_twoi.
Deu 13:8  (Któremuś)_z_bogów ludów, które (są), wokół_was, tych_bliskich do_ciebie, czy tych_dalekich od_ciebie, od_końca ziemi aż_do_końca ziemi,
Deu 13:9  Nie_ulegniesz mu i_nie usłuchasz jego i_nie_zlituje_się oko_twoje nad_nim, i_nie_pożałujesz i_nie_ukryjesz **_go.
Deu 13:10  Lecz na_pewno_[zabijając] zabijesz_go. Ręka_twoja powinna_być_na_nim *_pierwsza, aby_zabić_go, a_ręka całego_ludu *_potem.
